SaccError,PursGain,Interaction,PursLatency,PETriggerError
-1.07311940633508,0.966967878661921,211.622994261288,223.666666666667,1.44973503932842
-0.712064191246562,0.979162529152944,295.898206184124,233.666666666667,0.760641678740243
-0.631015540372925,0.990085226283668,168.644439815634,240.333333333333,0.983862187951233
-0.669520844990216,0.922222362311614,251.696922500145,245.166666666667,1.55487154694012
-1.04365431660974,0.849253661059741,271.956475402252,280.333333333333,1.16509966378321
-0.570238913504424,0.789656264145797,283.886474898339,283.5,1.19104388321311
-0.982563328821306,0.903234541983702,164.163896490612,255.666666666667,1.76336690581446
-0.156820316915067,0.842368433961235,339.431507531358,375.666666666667,0.769684742125367
-1.08395194249126,0.896832563190534,286.004417625752,321,1.65102697076099
-0.430583537560257,0.760519570766038,286.593084096553,308.833333333333,1.26811838221639
-0.660629769327122,1.01857843922462,223.299523124869,252.5,1.22136458398954
-0.277800727825757,0.760458562298289,329.671478801714,315.166666666667,0.705472941034785
-1.299567947456,0.981074824102122,182.131474301583,210.333333333333,1.27376909873665
-0.531466864322098,0.878982957558122,299.198141009329,262.5,1.12565738774903
-0.699802090994521,0.875744399341048,284.235356028475,254.833333333333,1.20985612238886
-0.839460256128324,1.02519835195715,176.504662774547,227.333333333333,1.4100477609543
-0.860694830273145,0.99556832984018,135.800832116724,221,1.51318177107572
-0.895117651677307,0.963891872435257,265.458377084481,234.166666666667,1.73215696352567
-0.241220991634328,0.968632205419583,274.033400343032,223.333333333333,1.34568731949622
-0.379818820038285,0.950132102815181,287.734856770839,219.166666666667,1.06886831019272
-0.537445513233843,0.941120538340138,271.218962045684,294.666666666667,1.39717971191951
-0.788793150822933,0.95424275039868,252.110222458846,235.5,0.927418472767991
-0.52457535106377,0.975706201039348,197.370274499573,219,1.06796938969648
-0.616358085643984,1.01718199532201,227.466016306628,208.666666666667,1.17893117172961
-0.770541296689893,1.030885291156,168.90726676346,237.166666666667,1.16908035364562
-0.147003640115822,0.894721719795303,273.34379324419,228.833333333333,1.01401345184838
-0.564228275840797,0.929468894318164,319.545888534294,219.166666666667,0.753049423584852
-0.580805877733716,1.01602829186041,168.527316480786,219.666666666667,1.36466583182363
-0.521348187078578,0.929349697375952,278.342217041727,254.666666666667,0.894933270949609
-0.847826784978718,0.920386202171462,258.135730031092,242.333333333333,1.85075553698523
-1.07156450836761,0.956994881359693,226.906036283059,232.833333333333,1.33789104958729
-0.531837383664081,0.840487908442796,261.39227693229,252.5,1.05724667190634
-0.874614567865766,1.03092263615421,330.533611970839,265.666666666667,1.80711074240529
-0.24830006653973,0.704676348702388,360.055543876409,264.333333333333,0.657855269383937
-0.26496094704853,0.920563857970412,317.154341192899,239.5,0.678386664918364
-0.630321996870744,0.822543667015647,269.567254439365,341.166666666667,1.1896037517846
-0.870675724192511,0.958362834614764,240.860032620719,244.5,1.89855116409732
-0.811289913723861,1.00519560395318,196.775411892534,236,1.14922289437678
-1.02621538872736,0.904708229237635,174.449570227516,246.333333333333,1.3503732005899
-0.520318130946084,0.82843367462586,259.98840598051,261.166666666667,1.32611137496134
-0.777869770827617,0.983499516464329,240.238813392259,230.166666666667,1.25864442536116
-1.01457484439822,0.869175173703936,223.219186439133,243,1.32443089700486
-0.830473599676945,0.886584574748586,220.008143983728,249.666666666667,1.89225591450647
-0.845934796000352,0.885493582091778,266.489305555584,254.166666666667,1.37052319294084
-0.984673137355836,0.99091052095413,217.793126374082,236,1.38717165584503
-0.888843065409104,0.920092351957514,222.168250487167,257,1.4967147726975
